"HYBRID_ZONE","LOCALITY","DISTANCE","H_INDEX_I","nSamples_H_I","H_INDEX_II","nSamples_H_II","Q_INDEX_I","nSamples_Q_I","Q_INDEX_II","nSamples_Q_II","genomic","nSamples_genomic"
"astreptophora_helveticaAH","Bern-Sutz-Lattrigen",2135.8,NA,NA,NA,NA,NA,NA,NA,NA,99.8502246630055,2
"helvetica_natrixHN3","Bodíky",2119.1,NA,NA,NA,NA,NA,NA,NA,NA,100,4
"helvetica_natrixHN4","Brandenburg-Cumlosen",1825.4,NA,NA,NA,NA,NA,NA,NA,NA,99,1
"helvetica_natrixHN3","Bratislava-Devínská-Kobyla",2096.7,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Bratislava-Dúbravka",2101.4,NA,NA,NA,NA,NA,NA,NA,NA,99.5,2
"helvetica_natrixHN3","Bratislava-Karlova-Ves",2100.3,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN3","Bratislava-Železná-Studnička",2105.2,NA,NA,NA,NA,NA,NA,NA,NA,100,5
"helvetica_natrixHN3","Bratislava-Železná-Studnička-2",2104.7,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Andau",2065.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Apetlon",2043.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Breitenbrunn",2051.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Eisenstadt",2023.5,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Hölle",2046.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Illmitz",2041.6,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN3","Burgenland-Jois",2058.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Lake-Neusiedl",2048.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Lake-Neusiedl-Illmitz",2041.5,NA,NA,NA,NA,NA,NA,NA,NA,99.75,4
"helvetica_natrixHN3","Burgenland-Lake-Neusiedl-Jois",2056.5,NA,NA,NA,NA,NA,NA,NA,NA,100,16
"helvetica_natrixHN3","Burgenland-Weiden-am-See",2062.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Burgenland-Zitzmannsdorfer-Wiesen",2059.4,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Běstvina",2015.4,NA,NA,NA,NA,NA,NA,NA,NA,99,1
"helvetica_natrixHN3","Chotínske-Piesky",2181.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"astreptophora_helveticaAH","Cuenca-Abia-de-la-Obispalía",681.8,NA,NA,NA,NA,NA,NA,NA,NA,0.800000000000001,1
"helvetica_natrixHN3","Devín",2094,NA,NA,NA,NA,NA,NA,NA,NA,100,4
"helvetica_natrixHN3","Devín",2094,NA,NA,NA,NA,NA,NA,NA,NA,100,4
"helvetica_natrixHN3","Devínské-Jazero",2097.5,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN2","Dordogne-Savignac-les-Eglises",248.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN2","Dražovice",1771.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Dunajská-Lužná",2108.6,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN3","Emilia-Romagna-Piacenza-Vallerenzo-Pecorara",1099.1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1
"helvetica_natrixHN2","Fojtka",2041.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Gorizia-Dolegna-del-Collio",1575.7,NA,NA,NA,NA,NA,NA,NA,NA,99.7,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Udine-Buja",1559.7,NA,NA,NA,NA,NA,NA,NA,NA,95.8,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Udine-Faedis",1576.4,NA,NA,NA,NA,NA,NA,NA,NA,70.8,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Udine-Fagagna",1548.7,NA,NA,NA,NA,NA,NA,NA,NA,84.4,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Udine-Majano",1554.4,NA,NA,NA,NA,NA,NA,NA,NA,58.7,1
"helvetica_natrixHN3","Friuli-Venezia-Giulia-Udine-San-Daniele-del-Friuli",1539,NA,NA,NA,NA,NA,NA,NA,NA,99.7,1
"astreptophora_helveticaAH","Gard-Alzon",1484.5,NA,NA,NA,NA,NA,NA,NA,NA,99.649474211317,2
"astreptophora_helveticaAH","Gard-Saint-Hippolyte-du-Fort",1515.2,NA,NA,NA,NA,NA,NA,NA,NA,99.4005994005994,2
"helvetica_natrixHN3","Gbelce-Parížské-močiare",2185.8,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"astreptophora_helveticaAH","Girona-Blanes",1147.3,NA,NA,NA,NA,NA,NA,NA,NA,0.700000000000001,1
"helvetica_natrixHN2","Gironde-Marcheprime-Reganeau",0,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN2","Gironde-Minoy-Léognan",27.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN2","Gironde-Mios-Les-Quatre-Routes",1.10000000000001,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN2","Gironde-near-Léognan-Minoy",27.5,NA,NA,NA,NA,NA,NA,NA,NA,2.97176820208024,1
"helvetica_natrixHN3","Györ",2116.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Hansági-főcsatorna",2059.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Heřmanovice",2223.1,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"astreptophora_helveticaAH","Hérault-Avene-dam",1435.8,NA,NA,NA,NA,NA,NA,NA,NA,99.3945509586276,2
"astreptophora_helveticaAH","Hérault-La-Tour-sur-Orb-Le-Mas-Blanc",1428.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"astreptophora_helveticaAH","Hérault-Le-Bosc-Loiras",1450.8,NA,NA,NA,NA,NA,NA,NA,NA,99.4035785288271,2
"astreptophora_helveticaAH","Hérault-Le-Mas-Blanc",1428.1,NA,NA,NA,NA,NA,NA,NA,NA,96.4494731560462,2
"astreptophora_helveticaAH","Hérault-Massif-du-Caroux",1410.1,NA,NA,NA,NA,NA,NA,NA,NA,99.4999968749805,2
"astreptophora_helveticaAH","Hérault-Rosis-Massif-du-Caroux",1410.1,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"astreptophora_helveticaAH","Hérault-Saint-Pierre-de-la-Fage",1463.1,NA,NA,NA,NA,NA,NA,NA,NA,99.6993987975952,2
"astreptophora_helveticaAH","Hérault-Truscas",1433.6,NA,NA,NA,NA,NA,NA,NA,NA,99.2978936810431,2
"astreptophora_helveticaAH","Hérault-near-Col-de-la-Merquiere",1432.5,NA,NA,NA,NA,NA,NA,NA,NA,92.7,1
"astreptophora_helveticaAH","Isere-Clelles",1745.7,NA,NA,NA,NA,NA,NA,NA,NA,99.4530084535057,2
"helvetica_natrixHN3","Istragov",2120.9,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Jura-Beurnevésin",998.1,NA,NA,NA,NA,NA,NA,NA,NA,0.875,4
"helvetica_natrixHN3","Jurský-Šúr",2120.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Kalinkovo-Hrušovská-zdrž",2108.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Kamýk-Litoměřice",1922.3,NA,NA,NA,NA,NA,NA,NA,NA,99.4,1
"helvetica_natrixHN2","Kokořín",1956.7,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Kokořínský-Důl",1961.7,NA,NA,NA,NA,NA,NA,NA,NA,99.1,1
"helvetica_natrixHN2","Kundratice-Okres-Litoměřice",1926.8,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"astreptophora_helveticaAH","León-Matalavilla",249.4,NA,NA,NA,NA,NA,NA,NA,NA,0.600000000000001,1
"helvetica_natrixHN3","Lipót",2113,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Ljubljana",1679.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Ljubljana-moor-Curnovec",1776.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Ljubljana-moor-Deponija-Vic",1672.5,NA,NA,NA,NA,NA,NA,NA,NA,97,1
"helvetica_natrixHN3","Ljubljana-moor-Draga-pri-Igu",1674.3,NA,NA,NA,NA,NA,NA,NA,NA,99,4
"astreptophora_helveticaAH","Lleida-Tortosa-Port-de-Comte",1010.4,NA,NA,NA,NA,NA,NA,NA,NA,0.700000000000001,1
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-Gautrais",28.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-Grand-Momesson",27.1,NA,NA,NA,NA,NA,NA,NA,NA,0,4
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-LHôtel-Guiton",25.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-La-Gare",32.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-La-Haie",27.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Bouvron-Le-Landron",29.7,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"helvetica_natrixHN4","Loire-Atlantique-Campbon-Bruneliere",24.3,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"helvetica_natrixHN4","Loire-Atlantique-Drefféac-La-Dalle",15.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Fay-de-Bretagne-Bourget",36.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Gâvre-Foret-domaniale",43.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Gâvre-La-Lande-de-la-Gree",46.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","Loire-Atlantique-Saint-Anne-sur-Brivet-Pont-de-la-Rénais",21.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN3","Loire-Cleppé-700-m-au-sud-de-La-Roche",517.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN3","Loire-Cleppé-S-La-Roche",517.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN3","Loire-Cleppé-le-Bourg",518.4,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"helvetica_natrixHN3","Loire-Cleppé-étang-des-Varennes",517.9,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"helvetica_natrixHN3","Loire-Sainte-Foy-Saint-Sulpice",513,NA,NA,NA,NA,NA,NA,NA,NA,0.448654037886341,2
"helvetica_natrixHN3","Loire-Valeille-NE-étang-Vieux-Ouest",526.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN3","Loire-Valeille-route-au-coin-NE-de-létang-Vieux-Ouest",526.8,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"helvetica_natrixHN3","Lombardy-Milano-30-km-W-Milano",1033.9,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1
"helvetica_natrixHN3","Lombardy-Milano-Noviglio-Mairano",1064.1,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1
"helvetica_natrixHN3","Lombardy-Pavia",1077.7,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1
"helvetica_natrixHN3","Lombardy-Pavia-Borgo-Ticino",1073.8,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"helvetica_natrixHN3","Lombardy-Pavia-Bosco-G-Negri",1072.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1
"helvetica_natrixHN3","Lombardy-Pavia-Marcignago",1065.1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1
"helvetica_natrixHN3","Lombardy-Sondrio-Samolaco",1099.7,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1
"helvetica_natrixHN3","Lower-Austria-Grünbach-am-Schneeberg",1967.8,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Lower-Austria-Losenheim",1953.2,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Lower-Austria-Perchtoldsdorf",2022.2,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Lower-Austria-Sommerein",2047.9,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Lower-Austria-Stopfenreuth",2082.7,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","Lower-Saxony-Gartow",1806.5,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","Lower-Saxony-Leiferde",1651.7,NA,NA,NA,NA,NA,NA,NA,NA,99,1
"helvetica_natrixHN4","Lower-Saxony-Lüchow-Dannenberg-Pevestorf",1809,NA,NA,NA,NA,NA,NA,NA,NA,98.0933333333333,15
"astreptophora_helveticaAH","Lugo-Fonsagrada-Penamaior",186.7,NA,NA,NA,NA,NA,NA,NA,NA,0.800000000000001,1
"helvetica_natrixHN3","Marianka",2110,NA,NA,NA,NA,NA,NA,NA,NA,99.9230769230769,13
"helvetica_natrixHN3","Maňa-Žitavský-luh",2185.8,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-Carwitz",2019.4,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-Groß-Miltzow",2057.2,NA,NA,NA,NA,NA,NA,NA,NA,99.75,2
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-Neubrandenburg",2032.8,NA,NA,NA,NA,NA,NA,NA,NA,99.85,4
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-Neubrandenburg-Lake-Tollense",2023.1,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-near-Ahlbeck",2154,NA,NA,NA,NA,NA,NA,NA,NA,99.4,2
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-near-Altwarp",2141,NA,NA,NA,NA,NA,NA,NA,NA,99.7166666666667,6
"helvetica_natrixHN4","Mecklenburg-Western-Pomerania-near-Carwitz",2019.4,NA,NA,NA,NA,NA,NA,NA,NA,99.46,10
"helvetica_natrixHN2","Na-Plachtě-Hradec-Králové",2070.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN4","North-Rhine-Westphalia-Dormagen-Knechtstedener-Wald",1176,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","North-Rhine-Westphalia-Drove",1119.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1
"helvetica_natrixHN4","North-Rhine-Westphalia-NideggenEifel",1112.9,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1
"helvetica_natrixHN4","North-Rhine-Westphalia-Wuppertal-Morsbachtal",1225.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","North-Rhine-Westphalia-Wuppertal-Vorwerk",1231.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"helvetica_natrixHN4","North-Rhine-Westphalia-between-Bergisch-Gladbach-and-Herrenstrunden",1205.4,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"helvetica_natrixHN4","North-Rhine-Westphalia-between-Hürtgenwald-and-Gey",1107.5,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1
"helvetica_natrixHN4","North-Rhine-Westphalia-near-Dormagen-Knechtstedener-Wald",1176,NA,NA,NA,NA,NA,NA,NA,NA,0.175,16
"astreptophora_helveticaAH","Pyrénées-Orientales-Col-de-la-Perche",1209.4,NA,NA,NA,NA,NA,NA,NA,NA,0.650000000000001,2
"helvetica_natrixHN4","Rimburg",1096.3,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,3
"helvetica_natrixHN3","S-Budapest",2185.8,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Sadská",1980,NA,NA,NA,NA,NA,NA,NA,NA,99.3,1
"helvetica_natrixHN2","Schaffhausen-Hallau",1141,NA,NA,NA,NA,NA,NA,NA,NA,77.2666666666667,6
"helvetica_natrixHN2","Schaffhausen-Hemishofen",1180.2,NA,NA,NA,NA,NA,NA,NA,NA,93.6333333333333,6
"helvetica_natrixHN2","Schaffhausen-Herblingen",1166.8,NA,NA,NA,NA,NA,NA,NA,NA,91.6166666666667,6
"astreptophora_helveticaAH","Soria-Layna",698,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"helvetica_natrixHN2","St-Gallen-Altenrhein",1238.2,NA,NA,NA,NA,NA,NA,NA,NA,87.5,2
"helvetica_natrixHN2","St-Gallen-Berneck",1119.9,NA,NA,NA,NA,NA,NA,NA,NA,20.5287061843776,22
"helvetica_natrixHN2","St-Gallen-Schmerikon",1158.5,NA,NA,NA,NA,NA,NA,NA,NA,2.8096437030172,6
"helvetica_natrixHN2","St-Gallen-Thal",1240.2,NA,NA,NA,NA,NA,NA,NA,NA,70.659214774167,16
"helvetica_natrixHN2","St-Gallen-Will",1188.5,NA,NA,NA,NA,NA,NA,NA,NA,82.65,2
"helvetica_natrixHN2","Staré-Město-nad-Metují",2116.2,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Stupava",2109.4,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Styria-AdmontGesäuse",1814.6,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","Styria-Eibiswald",1802.6,NA,NA,NA,NA,NA,NA,NA,NA,99.2,1
"helvetica_natrixHN3","Styria-Seewiesen",1874.3,NA,NA,NA,NA,NA,NA,NA,NA,97.4,1
"helvetica_natrixHN3","Svätý-Jur",2120.5,NA,NA,NA,NA,NA,NA,NA,NA,99.9230769230769,13
"astreptophora_helveticaAH","Tarragona-Ebro-Delta",1044.3,NA,NA,NA,NA,NA,NA,NA,NA,1.45,2
"helvetica_natrixHN2","Thurgau-Alterswilen",1208.1,NA,NA,NA,NA,NA,NA,NA,NA,83.25,16
"helvetica_natrixHN2","Thurgau-Bürglen",1200.8,NA,NA,NA,NA,NA,NA,NA,NA,82.15,4
"helvetica_natrixHN2","Thurgau-Frauenfeld",1173.7,NA,NA,NA,NA,NA,NA,NA,NA,84.275,4
"helvetica_natrixHN2","Thurgau-Kreuzlingen",1214,NA,NA,NA,NA,NA,NA,NA,NA,82.2666666666667,6
"helvetica_natrixHN3","Tömörd",1995.7,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN2","Upper-Silesia-Golczowice",2303,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Upper-Silesia-Krośnica",2335.2,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Upper-Silesia-Ligota-Tułowicka",2280,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"astreptophora_helveticaAH","Uri-Erstfeld",2150.7,NA,NA,NA,NA,NA,NA,NA,NA,99.2533598805376,2
"helvetica_natrixHN3","Valais-Niedergesteln",917.9,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1
"astreptophora_helveticaAH","Vaud-Begnins",1987.3,NA,NA,NA,NA,NA,NA,NA,NA,99.7498749374687,2
"helvetica_natrixHN3","Veneto-Treviso-Mogliano",1420.9,NA,NA,NA,NA,NA,NA,NA,NA,9.9,1
"helvetica_natrixHN3","Veneto-Treviso-Mogliano-Marocco",1420.9,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1
"helvetica_natrixHN3","Veneto-Treviso-Vedelago-sources-of-the-Sile-River",1391.7,NA,NA,NA,NA,NA,NA,NA,NA,96.9,1
"helvetica_natrixHN3","Veneto-Venezia-Martellago",1408.4,NA,NA,NA,NA,NA,NA,NA,NA,65.8,1
"helvetica_natrixHN3","Veneto-Venezia-Porto-Marghera-Rana",1413.8,NA,NA,NA,NA,NA,NA,NA,NA,71.3,1
"helvetica_natrixHN3","Veneto-Venezia-Quarto-dAltino-Trepalade",1438,NA,NA,NA,NA,NA,NA,NA,NA,94,1
"helvetica_natrixHN3","Veneto-Venezia-Stigliano",1394.5,NA,NA,NA,NA,NA,NA,NA,NA,78.8,2
"helvetica_natrixHN3","Veneto-Vicenza-near-shooting-polygon",1338.5,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1
"helvetica_natrixHN3","Venezia-Porto-Marghera-2",1414.6,NA,NA,NA,NA,NA,NA,NA,NA,57.3,1
"helvetica_natrixHN3","Venezia-Salzano",1404.5,NA,NA,NA,NA,NA,NA,NA,NA,96.3,1
"helvetica_natrixHN2","Vorarlberg-Hard",1249.6,NA,NA,NA,NA,NA,NA,NA,NA,91.9,1
"helvetica_natrixHN2","Zlaté-Hory",2225.3,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN2","Zurich-Dätwil",1160.4,NA,NA,NA,NA,NA,NA,NA,NA,80.5,4
"helvetica_natrixHN2","Zurich-Fischenthal",1163.1,NA,NA,NA,NA,NA,NA,NA,NA,4.47010007805226,6
"helvetica_natrixHN2","Zurich-Flaach",1151.2,NA,NA,NA,NA,NA,NA,NA,NA,86.2,12
"helvetica_natrixHN2","Zurich-Gattikon",1122.6,NA,NA,NA,NA,NA,NA,NA,NA,3.73138500293616,4
"helvetica_natrixHN2","Zurich-Lake-Pfäffikon",1149.8,NA,NA,NA,NA,NA,NA,NA,NA,6.91404275996113,2
"helvetica_natrixHN2","Zurich-Langnau-am-Albis",1122.9,NA,NA,NA,NA,NA,NA,NA,NA,1.9995004995005,2
"helvetica_natrixHN2","Zurich-Marthalen",1157.7,NA,NA,NA,NA,NA,NA,NA,NA,88.45,6
"helvetica_natrixHN2","Zurich-Obfelden",1107.1,NA,NA,NA,NA,NA,NA,NA,NA,1.12390338881314,4
"helvetica_natrixHN2","Zurich-Pfungen",1151,NA,NA,NA,NA,NA,NA,NA,NA,65.15,6
"helvetica_natrixHN2","Zurich-Stallikon",1120.1,NA,NA,NA,NA,NA,NA,NA,NA,4.05,2
"helvetica_natrixHN2","Zurich-Stäfa",1138.8,NA,NA,NA,NA,NA,NA,NA,NA,4.84169289818566,8
"helvetica_natrixHN2","Zurich-Thalheim-an-der-Thur",1165.2,NA,NA,NA,NA,NA,NA,NA,NA,90.3,2
"helvetica_natrixHN2","Zurich-Uster",1142.5,NA,NA,NA,NA,NA,NA,NA,NA,19.6733198015336,2
"helvetica_natrixHN2","Zurich-Weiach",1133.1,NA,NA,NA,NA,NA,NA,NA,NA,85.6666666666667,6
"helvetica_natrixHN2","Zurich-Wettswil-am-Albis",1118.7,NA,NA,NA,NA,NA,NA,NA,NA,1.7,4
"helvetica_natrixHN2","Zurich-Winterthur-Sennhof",1157.3,NA,NA,NA,NA,NA,NA,NA,NA,56.7165276775915,8
"helvetica_natrixHN2","Zurich-Zurich",1160,NA,NA,NA,NA,NA,NA,NA,NA,1.73181951800264,4
"helvetica_natrixHN2","Zurich-Zurich-Airport",1134,NA,NA,NA,NA,NA,NA,NA,NA,66.3268354924271,20
"helvetica_natrixHN3","between-Sarród-and-Fertóujlak",2039.9,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"helvetica_natrixHN3","near-Maribor-Racki-Ribnik",1823.1,NA,NA,NA,NA,NA,NA,NA,NA,99,1
"helvetica_natrixHN3","Čunovo",2103.5,NA,NA,NA,NA,NA,NA,NA,NA,100,1
