"HYBRID_ZONE","LOCALITY","DISTANCE","H_INDEX_I","nSamples_H_I","H_INDEX_II","nSamples_H_II","Q_INDEX_I","nSamples_Q_I","Q_INDEX_II","nSamples_Q_II","genomic","nSamples_genomic"
"anatolicus_ivanbureschi","Malko-Tarnovo",154.247291237295,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Malko-Tarnovo",315.59584269344,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Malko-Tarnovo",-403.150433384451,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_ivanbureschi","Marghita",-356.695423401641,NA,NA,NA,NA,NA,NA,NA,NA,0.117277072067614,3
"cristatus_macedonicus","Marghita",-378.378965153473,NA,NA,NA,NA,NA,NA,NA,NA,0.15684174752829,3
"cristatus_ivanbureschi","Mihai-Bravu",-381.014181746628,NA,NA,NA,NA,NA,NA,NA,NA,0.100991808213822,3
"cristatus_macedonicus","Mihai-Bravu",-504.291424994772,NA,NA,NA,NA,NA,NA,NA,NA,0.100991808213822,3
"cristatus_ivanbureschi","Miroč",-63.5137440912682,NA,NA,NA,NA,NA,NA,NA,NA,0.241116937876222,3
"cristatus_macedonicus","Miroč",-73.9171144333838,NA,NA,NA,NA,NA,NA,NA,NA,0.495806392367335,3
"anatolicus_ivanbureschi","Mustafali",-64.0682384873365,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1
"anatolicus_ivanbureschi","Mylochori",484.195940639496,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Mylochori",208.67387884388,NA,NA,NA,NA,NA,NA,NA,NA,99.8963090065149,3
"ivanbureschi_macedonicus","Mylochori",-11.5611889070002,NA,NA,NA,NA,NA,NA,NA,NA,3.43350364091215,3
"cristatus_ivanbureschi","Myluvannya",-595.591091647519,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Myluvannya",-608.406353166365,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_ivanbureschi","Negotin",-48.2022183443691,NA,NA,NA,NA,NA,NA,NA,NA,0.251134547834069,3
"cristatus_macedonicus","Negotin",-61.5518908894746,NA,NA,NA,NA,NA,NA,NA,NA,0.105064731971116,3
"cristatus_macedonicus","Negrades",403.984603718959,NA,NA,NA,NA,NA,NA,NA,NA,99.8998029455699,3
"ivanbureschi_macedonicus","Negrades",176.102995946688,NA,NA,NA,NA,NA,NA,NA,NA,99.9031396125585,3
"anatolicus_ivanbureschi","Novo-Selo",530.907482469325,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Novo-Selo",100.893899708625,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Novo-Selo",-38.3191686885686,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"anatolicus_ivanbureschi","Okluca",-81.4950882650511,NA,NA,NA,NA,NA,NA,NA,NA,2.37718947718948,9
"anatolicus_ivanbureschi","Orlovets",362.089066589226,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Orlovets",119.316284216282,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Orlovets",-237.303793215466,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"anatolicus_ivanbureschi","Parvomay",470.425408122756,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Parvomay",172.814264228237,NA,NA,NA,NA,NA,NA,NA,NA,99.8997895580719,1
"ivanbureschi_macedonicus","Parvomay",-34.0071733140617,NA,NA,NA,NA,NA,NA,NA,NA,0.200220242266493,1
"anatolicus_ivanbureschi","Petarch",520.435439255185,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Petarch",17.9917443738434,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Petarch",-45.2545182480944,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_macedonicus","Petrovac",163.817890002265,NA,NA,NA,NA,NA,NA,NA,NA,99.8997795122485,3
"ivanbureschi_macedonicus","Petrovac",40.952559934425,NA,NA,NA,NA,NA,NA,NA,NA,99.8797595190381,3
"cristatus_ivanbureschi","Picâturile",-106.35581585962,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Picâturile",-145.954143344183,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_ivanbureschi","Potok-lug",-76.1847358055693,NA,NA,NA,NA,NA,NA,NA,NA,0.122572976886437,3
"cristatus_macedonicus","Potok-lug",-103.690865960267,NA,NA,NA,NA,NA,NA,NA,NA,0.164037375180784,3
"anatolicus_ivanbureschi","Poyrali",129.142977038471,NA,NA,NA,NA,NA,NA,NA,NA,99.5653761397244,3
"cristatus_ivanbureschi","Poyrali",343.238595499471,NA,NA,NA,NA,NA,NA,NA,NA,99.8993887691543,3
"ivanbureschi_macedonicus","Poyrali",-404.864925719714,NA,NA,NA,NA,NA,NA,NA,NA,0.100611230845714,3
"cristatus_macedonicus","Preševo",132.059869683803,NA,NA,NA,NA,NA,NA,NA,NA,99.8984117963039,2
"ivanbureschi_macedonicus","Preševo",22.6050263780066,NA,NA,NA,NA,NA,NA,NA,NA,98.5569746567993,2
"cristatus_ivanbureschi","Prešov",-529.454277689134,NA,NA,NA,NA,NA,NA,NA,NA,0.121840277471277,3
"cristatus_macedonicus","Prešov",-557.824472851028,NA,NA,NA,NA,NA,NA,NA,NA,0.121840277471277,3
"cristatus_macedonicus","Pristina",135.234155219002,NA,NA,NA,NA,NA,NA,NA,NA,99.8994223265506,3
"ivanbureschi_macedonicus","Pristina",67.2873741281749,NA,NA,NA,NA,NA,NA,NA,NA,99.5257181028724,3
"anatolicus_ivanbureschi","Rakovski",357.947266487419,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Rakovski",134.238712629869,NA,NA,NA,NA,NA,NA,NA,NA,99.8990332703757,3
"ivanbureschi_macedonicus","Rakovski",-207.193711744842,NA,NA,NA,NA,NA,NA,NA,NA,0.738173927735725,3
"anatolicus_ivanbureschi","Saint-Kosmas",337.307344915725,NA,NA,NA,NA,NA,NA,NA,NA,99.8997292508852,3
"cristatus_ivanbureschi","Saint-Kosmas",237.160572906013,NA,NA,NA,NA,NA,NA,NA,NA,99.8997292508852,3
"ivanbureschi_macedonicus","Saint-Kosmas",-158.167460354443,NA,NA,NA,NA,NA,NA,NA,NA,0.100270749114766,3
"anatolicus_ivanbureschi","Sariköy",81.201987239564,NA,NA,NA,NA,NA,NA,NA,NA,99.8856498065626,14
"cristatus_ivanbureschi","Sariköy",451.306876023058,NA,NA,NA,NA,NA,NA,NA,NA,99.9785069494197,14
"ivanbureschi_macedonicus","Sariköy",-406.5013254833,NA,NA,NA,NA,NA,NA,NA,NA,0.0214930505803123,14
"cristatus_ivanbureschi","Sebis",-246.342117643891,NA,NA,NA,NA,NA,NA,NA,NA,0.105892012296709,2
"cristatus_macedonicus","Sebis",-267.72845161319,NA,NA,NA,NA,NA,NA,NA,NA,0.459925098230243,2
"anatolicus_ivanbureschi","Sevlievo",403.208535866649,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Sevlievo",76.7351336142618,NA,NA,NA,NA,NA,NA,NA,NA,99.8998948893834,2
"ivanbureschi_macedonicus","Sevlievo",-196.923240551593,NA,NA,NA,NA,NA,NA,NA,NA,0.100105110616673,2
"anatolicus_ivanbureschi","Shumen",285.741498666664,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Shumen",216.397817154743,NA,NA,NA,NA,NA,NA,NA,NA,99.8998898788668,1
"ivanbureschi_macedonicus","Shumen",-334.807920913388,NA,NA,NA,NA,NA,NA,NA,NA,0.100110121133247,1
"cristatus_ivanbureschi","Sighisoara",-295.13841207848,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Sighisoara",-336.647201069038,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_ivanbureschi","Sinaia",-220.156965015603,NA,NA,NA,NA,NA,NA,NA,NA,0.100507753633805,3
"cristatus_macedonicus","Sinaia",-308.9450205002,NA,NA,NA,NA,NA,NA,NA,NA,0.234658728946125,3
"anatolicus_ivanbureschi","Slivnitsa",531.324166577671,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Slivnitsa",23.691732187311,NA,NA,NA,NA,NA,NA,NA,NA,99.89910200787,1
"ivanbureschi_macedonicus","Slivnitsa",-34.4171269177768,NA,NA,NA,NA,NA,NA,NA,NA,0.100897992129957,1
"anatolicus_ivanbureschi","Slivovo",204.470571552167,NA,NA,NA,NA,NA,NA,NA,NA,99.7993981945838,1
"cristatus_ivanbureschi","Slivovo",265.347199159877,NA,NA,NA,NA,NA,NA,NA,NA,99.8995983935743,1
"ivanbureschi_macedonicus","Slivovo",-365.77044526607,NA,NA,NA,NA,NA,NA,NA,NA,0.100401606425703,1
"anatolicus_ivanbureschi","Slokoshtitsa",532.632333538946,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Slokoshtitsa",92.9808874396297,NA,NA,NA,NA,NA,NA,NA,NA,99.8998297105079,1
"ivanbureschi_macedonicus","Slokoshtitsa",-42.0009256701055,NA,NA,NA,NA,NA,NA,NA,NA,0.100170289492137,1
"anatolicus_ivanbureschi","Stara-Kresna",475.553802977316,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Stara-Kresna",129.496116760488,NA,NA,NA,NA,NA,NA,NA,NA,99.8998447390326,2
"ivanbureschi_macedonicus","Stara-Kresna",-63.1953095718777,NA,NA,NA,NA,NA,NA,NA,NA,0.100155260967425,2
"anatolicus_ivanbureschi","Stracin",580.506268100163,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Stracin",137.173823073166,NA,NA,NA,NA,NA,NA,NA,NA,99.8385884113189,2
"cristatus_macedonicus","Stracin",124.358518610428,NA,NA,NA,NA,NA,NA,NA,NA,99.8010346199761,1
"ivanbureschi_macedonicus","Stracin",-0.892420120360917,NA,NA,NA,NA,NA,NA,NA,NA,42.0240480961924,3
"ivanbureschi_macedonicus","Stracin",0.892420120360917,NA,NA,NA,NA,NA,NA,NA,NA,42.0240480961924,3
"anatolicus_ivanbureschi","Strahilitsa",306.877557864962,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Strahilitsa",213.344725186155,NA,NA,NA,NA,NA,NA,NA,NA,99.899859785644,3
"ivanbureschi_macedonicus","Strahilitsa",-334.39376726954,NA,NA,NA,NA,NA,NA,NA,NA,0.100140214356032,3
"anatolicus_ivanbureschi","Sungurlare",258.4004849445,NA,NA,NA,NA,NA,NA,NA,NA,99.7993981945838,1
"cristatus_ivanbureschi","Sungurlare",219.158737755036,NA,NA,NA,NA,NA,NA,NA,NA,99.8995983935743,1
"ivanbureschi_macedonicus","Sungurlare",-328.985909712358,NA,NA,NA,NA,NA,NA,NA,NA,0.100401606425703,1
"cristatus_ivanbureschi","Săcărâmb",-233.311223907332,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Săcărâmb",-245.434123976137,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"anatolicus_ivanbureschi","Tatkavakli",30.8019287883992,NA,NA,NA,NA,NA,NA,NA,NA,99.2,10
"cristatus_ivanbureschi","Tatkavakli",505.380960517046,NA,NA,NA,NA,NA,NA,NA,NA,100,10
"ivanbureschi_macedonicus","Tatkavakli",-470.737430320248,NA,NA,NA,NA,NA,NA,NA,NA,0,10
"anatolicus_ivanbureschi","Taşdelen",-904.378028306404,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1
"anatolicus_ivanbureschi","Teke",-45.8122892265386,NA,NA,NA,NA,NA,NA,NA,NA,0.122222222222222,9
"cristatus_ivanbureschi","Tosheva-yama-cave",-6.56550473869724,NA,NA,NA,NA,NA,NA,NA,NA,0.0469622039778481,3
"cristatus_macedonicus","Tosheva-yama-cave",-40.7790270925368,NA,NA,NA,NA,NA,NA,NA,NA,0.133883385809867,3
"anatolicus_ivanbureschi","Trešnja",787.482632636621,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Trešnja",72.1133973395549,NA,NA,NA,NA,NA,NA,NA,NA,99.887820806981,3
"ivanbureschi_macedonicus","Trešnja",-62.4773600304072,NA,NA,NA,NA,NA,NA,NA,NA,1.27099984085463,3
"anatolicus_ivanbureschi","Tsarski-Izvor",344.244806419879,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Tsarski-Izvor",136.186915905416,NA,NA,NA,NA,NA,NA,NA,NA,99.6492985971944,2
"ivanbureschi_macedonicus","Tsarski-Izvor",-252.594871880353,NA,NA,NA,NA,NA,NA,NA,NA,0.100452667671698,2
"anatolicus_ivanbureschi","Tulovo",328.215590479501,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Tulovo",144.341052419909,NA,NA,NA,NA,NA,NA,NA,NA,99.8998397435897,1
"ivanbureschi_macedonicus","Tulovo",-241.933200737401,NA,NA,NA,NA,NA,NA,NA,NA,0.100160256410256,1
"cristatus_ivanbureschi","Tłumaczów-quarry",-794.817467630156,NA,NA,NA,NA,NA,NA,NA,NA,0.076820307281229,3
"cristatus_macedonicus","Tłumaczów-quarry",-831.604251626828,NA,NA,NA,NA,NA,NA,NA,NA,0.100176990274397,3
"cristatus_ivanbureschi","Třebohostice-",-816.130227545464,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Třebohostice-",-853.429465255189,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"anatolicus_ivanbureschi","Unçukuru",11.5917652216636,NA,NA,NA,NA,NA,NA,NA,NA,82.1916666666667,12
"cristatus_ivanbureschi","Unçukuru",524.375909635398,NA,NA,NA,NA,NA,NA,NA,NA,100,12
"ivanbureschi_macedonicus","Unçukuru",-501.765396246164,NA,NA,NA,NA,NA,NA,NA,NA,0,12
"anatolicus_ivanbureschi","Urvich",488.215582865189,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Urvich",45.9605135639301,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Urvich",-76.972967300547,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_ivanbureschi","Verkh-Kvazhva",-2749.50266991541,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_macedonicus","Verkh-Kvazhva",-2842.15383115695,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_ivanbureschi","Videle",-125.80030976072,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Videle",-246.550703805209,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"anatolicus_ivanbureschi","Visoka-Čuka",534.716031701136,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Visoka-Čuka",202.711377422858,NA,NA,NA,NA,NA,NA,NA,NA,99.4076422553383,2
"ivanbureschi_macedonicus","Visoka-Čuka",-12.9938561594728,NA,NA,NA,NA,NA,NA,NA,NA,25.4666278356221,2
"cristatus_ivanbureschi","Visuia",-362.922041045872,NA,NA,NA,NA,NA,NA,NA,NA,0.0801603206412824,3
"cristatus_macedonicus","Visuia",-376.82374927995,NA,NA,NA,NA,NA,NA,NA,NA,0.100180332625997,3
"cristatus_macedonicus","Vranje",98.6193858096625,NA,NA,NA,NA,NA,NA,NA,NA,99.889751605637,2
"ivanbureschi_macedonicus","Vranje",17.6676997018826,NA,NA,NA,NA,NA,NA,NA,NA,91.4428857715431,2
"cristatus_macedonicus","Vrbjani",251.442427589198,NA,NA,NA,NA,NA,NA,NA,NA,99.8998531036175,3
"ivanbureschi_macedonicus","Vrbjani",83.2773932510909,NA,NA,NA,NA,NA,NA,NA,NA,99.9532398129593,3
"cristatus_macedonicus","Vryta",265.584214683025,NA,NA,NA,NA,NA,NA,NA,NA,99.8698438125751,1
"ivanbureschi_macedonicus","Vryta",30.0188445610452,NA,NA,NA,NA,NA,NA,NA,NA,99.9799538939561,1
"cristatus_ivanbureschi","Vršački-Breg",-99.7170239243974,NA,NA,NA,NA,NA,NA,NA,NA,0.130973322737073,3
"cristatus_macedonicus","Vršački-Breg",-129.662317610678,NA,NA,NA,NA,NA,NA,NA,NA,0.130973322737073,3
"cristatus_ivanbureschi","Vyshkivsky-Pass",-528.863382709639,NA,NA,NA,NA,NA,NA,NA,NA,0.101663024863607,3
"cristatus_macedonicus","Vyshkivsky-Pass",-546.017908933184,NA,NA,NA,NA,NA,NA,NA,NA,0.101663024863607,3
"cristatus_macedonicus","Xërze",191.909633740187,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Xërze",111.338568932063,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"anatolicus_ivanbureschi","Yenişehir",-62.761967438859,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1
"cristatus_ivanbureschi","Zeicani",-175.340367211046,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_macedonicus","Zeicani",-187.505662306945,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"anatolicus_ivanbureschi","Çavuş",39.6578594616324,NA,NA,NA,NA,NA,NA,NA,NA,99.9,1
"cristatus_ivanbureschi","Çavuş",476.149358867434,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"ivanbureschi_macedonicus","Çavuş",-447.183397328569,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"anatolicus_ivanbureschi","Çigilerik",-388.292749302761,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333333333,6
"cristatus_ivanbureschi","Štubik",-44.8723104814148,NA,NA,NA,NA,NA,NA,NA,NA,0.076820307281229,3
"cristatus_macedonicus","Štubik",-57.5648665217221,NA,NA,NA,NA,NA,NA,NA,NA,0.100176990274397,3
